Name,Description,stats,gold,tags,plaintext
Death's Dance,<stats>+80 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Heal for 15% of damage dealt. This is 33% as effective for Area of Effect damage.<br><unique>UNIQUE Passive:</unique> 30% of damage taken is dealt as a Bleed effect over 3 seconds instead.,{'FlatPhysicalDamageMod': 80},"{'base': 625, 'purchasable': True, 'total': 3500, 'sell': 2450}","['Damage', 'LifeSteal', 'CooldownReduction']",Trades incoming damage now for incoming damage later
,,,,,
Edge of Night,<stats>+325 Health<br>+50 Attack Damage</stats><br><br><unique>UNNIQUE Passive</unique>: +10 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Spell Shield</unique>: Grants a spell shield that blocks the next enemy ability. This shield refreshes after no damage is taken from enemy champions for 40 seconds.,"{'FlatPhysicalDamageMod': 50, 'FlatHPPoolMod': 325}","{'base': 525, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Health', 'Damage', 'ArmorPenetration']",Periodically blocks enemy abilities
,,,,,
Spellthief's Edge,"<stats>+8 Ability Power<br>+10 Health<br>+2 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Tribute:</unique> Damaging spells and attacks against champions or buildings grant 15 gold. This can occur up to 3 times every 30 seconds.<hr><passive>QUEST:</passive> Earning gold through using this item will transform the item, granting <active>UNIQUE Active - Warding</active>.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>","{'FlatHPPoolMod': 10, 'FlatMagicDamageMod': 8}","{'base': 400, 'purchasable': True, 'total': 400, 'sell': 160}","['Health', 'SpellDamage', 'Vision', 'Trinket', 'GoldPer', 'Lane']",Gain gold and upgrade by damaging enemy champions
,,,,,
Frostfang,<stats>+15 Ability Power<br>+70 Health<br>+3 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Tribute:</unique> Damaging spells and attacks against champions or buildings grant 15 gold. This can occur up to 3 times every 30 seconds.<br><br><passive>QUEST:</passive> Earn 1000 gold to upgrade to Shard of True Ice.<br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 3 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>,"{'FlatHPPoolMod': 70, 'FlatMagicDamageMod': 15}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['GoldPer', 'Lane', 'ManaRegen', 'SpellDamage']",
,,,,,
Shard of True Ice,<stats>+60 Ability Power<br>+150 Health<br>+3 Gold Per 10 Seconds</stats><br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 4 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>,"{'FlatHPPoolMod': 150, 'FlatMagicDamageMod': 60}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['GoldPer', 'Lane', 'ManaRegen', 'SpellDamage']",
,,,,,
Steel Shoulderguards,"<stats>+30 Health<br>+3 Attack Damage<br>+2 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Spoils of War:</unique> While nearby an ally, basic attacks execute minions below 50% of their max Health (30% for ranged). Killing a minion grants kill gold to the nearest allied champion.<rules> (These effects recharge every 45 seconds. Max 3 charges.)</rules><hr><passive>QUEST:</passive> Earning gold through using this item will transform the item, granting <active>UNIQUE Active - Warding</active>.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>","{'FlatPhysicalDamageMod': 3, 'FlatHPPoolMod': 30}","{'base': 400, 'purchasable': True, 'total': 400, 'sell': 160}","['Health', 'Damage', 'Vision', 'Trinket', 'GoldPer', 'Lane']",Gain gold and upgrade by executing minions alongside allies
,,,,,
Runesteel Spaulders,"<stats>+100 Health<br>+6 Attack Damage<br>+3 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Spoils of War:</unique> While nearby an ally, basic attacks execute minions below 50% of their max Health. Killing a minion grants kill gold to the nearest allied champion.<rules> (These effects recharge every 45 seconds. Max 3 charges.)</rules><br><br><passive>QUEST:</passive> Earn 1000 gold to upgrade to Pauldrons of Whiterock.<br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 3 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>","{'FlatPhysicalDamageMod': 6, 'FlatHPPoolMod': 100}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['Health', 'GoldPer', 'Lane']",
,,,,,
Pauldrons of Whiterock,<stats>+300 Health<br>+24 Attack Damage<br>+3 Gold Per 10 Seconds</stats><br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 4 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>,"{'FlatPhysicalDamageMod': 24, 'FlatHPPoolMod': 300}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['Health', 'GoldPer', 'Lane']",
,,,,,
Relic Shield,"<stats>+30 Health<br>+5 Ability Power<br>+2 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Spoils of War:</unique> While nearby an ally, basic attacks execute minions below 50% of their max Health (30% for ranged). Killing a minion grants kill gold to the nearest allied champion.<rules> (These effects recharge every 45 seconds. Max 3 charges.)</rules><hr><passive>QUEST:</passive> Earning gold through using this item will transform the item, granting <active>UNIQUE Active - Warding</active>.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>","{'FlatHPPoolMod': 30, 'FlatMagicDamageMod': 5}","{'base': 400, 'purchasable': True, 'total': 400, 'sell': 160}","['Health', 'SpellDamage', 'Vision', 'Trinket', 'GoldPer', 'Lane']",Gain gold and upgrade by executing minions alongside allies
,,,,,
Targon's Buckler,"<stats>+100 Health<br>+10 Ability Power<br>+3 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Spoils of War:</unique> While nearby an ally, basic attacks execute minions below 50% of their max Health. Killing a minion grants kill gold to the nearest allied champion.<rules> (These effects recharge every 45 seconds. Max 3 charges.)</rules><br><br><passive>QUEST:</passive> Earn 1000 gold to upgrade to Bulwark of the Mountain.<br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 3 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>","{'FlatHPPoolMod': 100, 'FlatMagicDamageMod': 10}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['Health', 'GoldPer', 'Lane']",
,,,,,
Bulwark of the Mountain,<stats>+300 Health<br>+40 Ability Power<br>+3 Gold Per 10 Seconds</stats><br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 4 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>,"{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 40}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['Health', 'GoldPer', 'Lane']",
,,,,,
Spectral Sickle,"<stats>+5 Attack Damage<br>+10 Health<br>+2 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Tribute:</unique> Damaging spells and attacks against champions or buildings grant 15 gold. This can occur up to 3 times every 30 seconds.<hr><passive>QUEST:</passive> Earning gold through using this item will transform the item, granting <active>UNIQUE Active - Warding</active>.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>","{'FlatPhysicalDamageMod': 5, 'FlatHPPoolMod': 10}","{'base': 400, 'purchasable': True, 'total': 400, 'sell': 160}","['Health', 'Damage', 'Vision', 'Trinket', 'GoldPer', 'Lane']",Gain gold and upgrade by damaging enemy champions
,,,,,
Harrowing Crescent,<stats>+10 Attack Damage<br>+60 Health<br>+3 Gold Per 10 Seconds</stats><br><br><unique>UNIQUE Passive - Tribute:</unique> Damaging spells and attacks against champions or buildings grant 15 gold. This can occur up to 3 times every 30 seconds.<br><br><passive>QUEST:</passive> Earn 1000 gold to upgrade to Black Mist Scythe.<br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 3 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>,"{'FlatPhysicalDamageMod': 10, 'FlatHPPoolMod': 60}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['Health', 'GoldPer', 'Lane']",
,,,,,
Black Mist Scythe,<stats>+35 Attack Damage<br>+150 Health<br>+3 Gold Per 10 Seconds</stats><br><br><active>UNIQUE Active - Warding:</active> Place a <font color='#FF9900'>Stealth Ward</font>. Holds up to 4 charges which refill upon visiting the shop.<br><br><rules>(Receive diminishing gold from <a href='Support_Minion_Penalty'>excessive minion kills</a>.)</rules>,"{'FlatPhysicalDamageMod': 35, 'FlatHPPoolMod': 150}","{'base': 400, 'purchasable': False, 'total': 400, 'sell': 160}","['Health', 'GoldPer', 'Lane']",
,,,,,
Fire at Will,Requires 500 Silver Serpents.<br><br><unique>UNIQUE Passive:</unique> Cannon Barrage fires at an increasing rate over time (additional 6 waves over the duration).,{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],Cannon Barrage gains extra waves
,,,,,
Death's Daughter,"Requires 500 Silver Serpents.<br><br><unique>UNIQUE Passive:</unique> Cannon Barrage additionally fires a mega-cannonball at center of the Barrage, dealing 300% true damage and slowing them by 60% for 1.5 seconds. ",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],Cannon Barrage fires a mega-cannonball
,,,,,
Raise Morale,Requires 500 Silver Serpents.<br><br><unique>UNIQUE Passive:</unique> Allies in the Cannon Barrage gain 30% Movement Speed for 2 seconds.,{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],Cannon Barrage hastes allies
,,,,,
Twin Shadows,"<stats>+70 Ability Power<br>+7% Movement Speed<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Active - Spectral Pursuit:</unique> Summons 2 spooky ghosts that hunt down nearby champions, revealing and Haunting them on contact. <br><br>Haunted enemies are slowed by 40% for up to 5 seconds based on the distance the ghosts travel. (90 second cooldown).","{'PercentMovementSpeedMod': 0.07, 'FlatMagicDamageMod': 70}","{'base': 650, 'purchasable': True, 'total': 2400, 'sell': 1680}","['SpellDamage', 'Active', 'CooldownReduction', 'Slow', 'NonbootsMovement']",Increases Ability Power and Movement Speed
,,,,,
Spellbinder,<stats>+120 Ability Power<br>+10% Movement Speed<br></stats><br><unique>UNIQUE Passive:</unique> Nearby allied and enemy spellcasts charge Spellbinder up to a cap (100 maximum). <br><unique>UNIQUE Active:</unique> Gain a maximum of 80 Ability Power and 50% decaying Movement Speed for 4 seconds. <br><br>Each spellcast stored contributes +0.8 Ability Power and +0.5% Movement Speed to the effect. (60 second cooldown).,"{'PercentMovementSpeedMod': 0.1, 'FlatMagicDamageMod': 120}","{'base': 800, 'purchasable': True, 'total': 2900, 'sell': 2030}","['SpellDamage', 'Active', 'NonbootsMovement']",Stores nearby spellcasts and can consume them to grant Movement Speed and Ability Power.
,,,,,
Oblivion Orb,<stats>+20 Ability Power<br>+200 Health</stats><br><br><unique>UNIQUE Passive - Touch of Death:</unique> +15 <a href='FlatMagicPen'>Magic Penetration</a>,"{'FlatHPPoolMod': 200, 'FlatMagicDamageMod': 20}","{'base': 765, 'purchasable': True, 'total': 1600, 'sell': 1120}","['Health', 'MagicPenetration', 'SpellDamage']",Increases magic damage
